kode_entitas;nama_entitas;sektor;subsektor;industri;subindustri;informasi_pemegang_saham_pengendali;jenis_entitas;tanggal_akhir;mata_uang;kurs_konversi;pembulatan;jumlah_aset_lancar;jumlah_aset_tidak_lancar;jumlah_aset;jumlah_liabilitas_jangka_pendek;jumlah_liabilitas_jangka_panjang;jumlah_liabilitas;saham_biasa;saham_preferen;tambahan_modal_disetor;jumlah_ekuitas_yang_diatribusikan_kepada_pemilik_entitas_induk;jumlah_ekuitas;jumlah_liabilitas_dan_ekuitas;jumlah_laba_bruto;Jumlah_laba_rugi_sebelum_pajak_penghasilan;Jumlah_laba_rugi_dari_operasi_yang_dilanjutkan;jumlah_laba_rugi;jumlah_laba_rugi_komprehensif;laba_rugi_komprehensif_yang_dapat_diatribusikan_ke_entitas_indu;laba_rugi_yang_dapat_diatribusikan_ke_entitas_induk;laba_rugi_yang_dapat_diatribusikan_ke_kepentingan_non_pengendal;Jumlah_kenaikan_penurunan_bersih_kas_dan_setara_kas;Kas_dan_setara_kas_arus_kas_akhir_periode
SCNP;PT Selaras Citra Nusantara Perkasa Tbk;E. Consumer Cyclicals;E2. Household Goods;E21. Household Goods;E212. Household Appliances;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Satuan Penuh / Full Amount;250913201776.0;284502592712.0;535415794488.0;129379023156.0;14902136035.0;144281159191.0;250000000000.0;00.00;102008092449.0;337916093500.0;391134635297.0;535415794488.0;45160304302.0;-15616290869.0;-7161193244.0;-7161193244.0;-6626079793.0;-5351946762.0;-5879750487.0;-1281442757.0;-80725693412.0;25660618831.0
SCPI;PT Organon Pharma Indonesia Tbk;F. Healthcare;F2. Pharmaceuticals & Health Care Research;F21. Pharmaceuticals;F211. Pharmaceuticals;Foreign Corporation;Foreign Company;31/12/22;Rupiah / IDR;;Ribuan / In Thousand;763883702.0;448276841.0;1212160543.0;204349763.0;35258314.0;239608077.0;3600000.0;0;26105917.0;972552466.0;972552466.0;1212160543.0;212469747.0;166103849.0;118691582.0;118691582.0;120376784.0;120376784.0;118691582.0;0;106573574.0;151065111.0
SDMU;Sidomulyo Selaras Tbk;K. Transportation & Logistic;K2. Logistics & Deliveries;K21. Logistics & Deliveries;K211. Logistics & Deliveries;Individual WNI;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;15731.0;Satuan Penuh / Full Amount;45210701607.0;123988764659.0;169199466266.0;156558710680.0;14535527196.0;171094237876.0;113522500000.0;;6912130414.0;-3077082995.0;-1894771610.0;169199466266.0;20767128318.0;-10532066920.0;-9741992566.0;-9741992566.0;-9631622036.0;-9325594475.0;-9430957578.0;-311034988.0;-984154944.0;2924551124.0
SDPC;Millennium Pharmacon International Tbk;D. Consumer Non-Cyclicals;D1. Food & Staples Retailing;D11. Food & Staples Retailing;D111. Drug Retail & Distributors;Foreign Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Satuan Penuh / Full Amount;1070304631909.0;136080910979.0;1206385542888.0;942588716838.0;26817476260.0;969406193098.0;127400000000.0;;2309683922.0;236979349790.0;236979349790.0;1206385542888.0;241753570536.0;17922516585.0;9571235584.0;9571235584.0;8419861204.0;8419861204.0;9571235584.0;;-692333166.0;47362351082.0
SDRA;PT Bank Woori Saudara Indonesia 1906 Tbk;G. Financials;G1. Banks;G11. Banks;G111. Banks;Foreign Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Jutaan / In Million;0;0;43801571.0;0;0;34544380.0;856823.0;0;4172986.0;9257191.0;9257191.0;0;0;820650.0;629168.0;629168.0;627223.0;627223.0;629168.0;0;1179098.0;3918428.0
SEMA;PT Semacom Integrated Tbk;A. Energy;A2. Alternative Energy;A21. Alternative Energy Equipment;A211. Alternative Energy Equipment;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Satuan Penuh / Full Amount;161359578576.0;28719650914.0;190079229490.0;94731718591.0;17901177435.0;112632896026.0;50000000000.0;0;0;66532757728.0;77446333464.0;190079229490.0;46635625212.0;23633049178.0;19564743632.0;19564743632.0;19758546512.0;17414972768.0;17470712588.0;2094031044.0;26385871349.0;4697502868.0
SFAN;PT Surya Fajar Capital Tbk;G. Financials;G5. Holding & Investment Companies;G51. Holding & Investment Companies;G511. Financial Holdings;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;0;Satuan Penuh / Full Amount;277027794274.0;32763113879.0;309790908153.0;99714826413.0;5114114487.0;104828940900.0;135993402100.0;0;55374203699.0;203292472596.0;204961967253.0;309790908153.0;11654284714.0;-18975599827.0;-18460185026.0;-18460185026.0;-16694246668.0;-15193060554.0;-16957361660.0;-1502823366.0;17649783693.0;48745352714.0
SGER;PT Sumber Global Energy Tbk.;A. Energy;A1. Oil, Gas & Coal;A12. Coal;A122. Coal Distribution;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Satuan Penuh / Full Amount;1162018967015.0;75065580840.0;1237084547855.0;792866256293.0;10036278253.0;802902534546.0;97975733400.0;0;110655161832.0;401540043258.0;434182013309.0;1237084547855.0;372635657757.0;270778171010.0;202567973376.0;202567973376.0;203174261776.0;200488506685.0;199879339667.0;2688633709.0;103094800846.0;123619057777.0
SGRO;PT Sampoerna Agro Tbk;D. Consumer Non-Cyclicals;D2. Food & Beverage;D23. Agricultural Products;D232. Plantations & Crops;Foreign Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Jutaan / In Million;1397536.0;8353829.0;9751365.0;1279741.0;3874925.0;5154666.0;378000.0;;681231.0;4452769.0;4596699.0;9751365.0;1669182.0;1199868.0;814715.0;814715.0;825830.0;812721.0;802085.0;12630.0;246656.0;496313.0
SHID;Hotel Sahid Jaya Tbk;E. Consumer Cyclicals;E5. Consumer Services;E51. Tourism & Recreation;E512. Hotels, Resorts & Cruise Lines;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Satuan Penuh / Full Amount;226566872270.0;1117982168907.0;1344549041177.0;53459882447.0;478730112929.0;532189995376.0;559663084000.0;;25200000000.0;812359045801.0;812359045801.0;1344549041177.0;46515494208.0;-41955626940.0;-41782293320.0;-41782293320.0;-36975739713.0;-36975739713.0;-41782293320.0;;2047314575.0;5863254678.0
SHIP;PT Sillo Maritime Perdana Tbk;A. Energy;A1. Oil, Gas & Coal;A11. Oil & Gas;A112. Oil & Gas Storage & Distribution;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Dollar Amerika / USD;15731.0;Satuan Penuh / Full Amount;48749546.0;276716784.0;325466330.0;52510587.0;122098561.0;174609148.0;19379251.0;;12333787.0;106480966.0;150857182.0;325466330.0;39366227.0;24092798.0;20702575.0;20702575.0;20722873.0;15023128.0;15003438.0;5699137.0;1485047.0;24241462.0
SICO;PT Sigma Energy Compressindo Tbk;A. Energy;A1. Oil, Gas & Coal;A13. Oil, Gas & Coal Supports;A132. Oil, Gas & Coal Equipment & Services;Individual WNI;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;0;Satuan Penuh / Full Amount;23781238313.0;43447539377.0;67228777690.0;10684848306.0;15098429817.0;25783278123.0;32000000000.0;;251067715.0;38774998803.0;41445499567.0;67228777690.0;28826463422.0;10201733954.0;6072993544.0;6072993544.0;5930540710.0;5925918761.0;6068371595.0;4621949.0;2189614344.0;8920015176.0
SIDO;PT Industri Jamu Dan Farmasi Sido Muncul Tbk;F. Healthcare;F2. Pharmaceuticals & Health Care Research;F21. Pharmaceuticals;F211. Pharmaceuticals;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Jutaan / In Million;2244707.0;1824263.0;4068970.0;543370.0;54415.0;597785.0;1500000.0;0;648900.0;3471178.0;3471185.0;4068970.0;2286032.0;1613231.0;1260898.0;1260898.0;1268263.0;1268263.0;1260898.0;00.00;49819.0;1082219.0
SILO;PT Siloam International Hospitals Tbk.;F. Healthcare;F1. Healthcare Equipment & Providers;F12. Healthcare Providers;F121. Healthcare Providers;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Jutaan / In Million;3538958.0;5765367.0;9304325.0;2232850.0;547533.0;2780383.0;162576.0;0;5615950.0;6442167.0;6523942.0;9304325.0;3616942.0;972865.0;700184.0;700184.0;691572.0;665405.0;674117.0;26067.0;1006734.0;1914514.0
SIMP;Salim Ivomas Pratama Tbk;D. Consumer Non-Cyclicals;D2. Food & Beverage;D23. Agricultural Products;D232. Plantations & Crops;Foreign Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;0;Jutaan / In Million;9527236.0;26436865.0;35964101.0;9159909.0;6952034.0;16111943.0;3163262.0;0;2495125.0;15722467.0;19852158.0;35964101.0;5150931.0;2285365.0;1340395.0;1340395.0;1395825.0;1030593.0;990401.0;349994.0;1290014.0;3726293.0
SINI;PT Singaraja Putra Tbk.;C. Industrials;C1. Industrial Goods;C12. Building Products & Fixtures;C121. Building Products & Fixtures;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Satuan Penuh / Full Amount;112783303853.0;62204471467.0;174987775320.0;106147059315.0;28809815148.0;134956874463.0;46830085000.0;;-18915339313.0;30584308216.0;40030900857.0;174987775320.0;102000357029.0;12040217558.0;8444661323.0;8444661323.0;11082292943.0;5191312441.0;3768186529.0;4676474794.0;-2311969068.0;2247218920.0
SIPD;PT Sreeya Sewu Indonesia Tbk;D. Consumer Non-Cyclicals;D2. Food & Beverage;D23. Agricultural Products;D231. Fish, Meat, & Poultry;Foreign Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;0;Jutaan / In Million;1843743.0;943807.0;2787550.0;1728951.0;145083.0;1874034.0;1552620.0;0;01.00;913516.0;913516.0;2.787.550.002;319490.0;-23648.0;-11777.0;-11777.0;-7216.0;-7216.0;-11777.0;;-104221.0;124382.0
SKBM;Sekar Bumi Tbk;D. Consumer Non-Cyclicals;D2. Food & Beverage;D22. Processed Foods;D222. Processed Foods;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Satuan Penuh / Full Amount;1158132110148.0;812296009908.0;1970428120056.0;883202660221.0;94739966825.0;977942627046.0;173010321700.0;;501738414713.0;926647093746.0;992485493010.0;1970428120056.0;531094378779.0;44152540846.0;29707421605.0;29707421605.0;31386857535.0;31020495494.0;29560408653.0;147012952.0;39156000856.0;216907258764.0
SKLT;Sekar Laut Tbk;D. Consumer Non-Cyclicals;D2. Food & Beverage;D22. Processed Foods;D222. Processed Foods;Individual WNI;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;0;Satuan Penuh / Full Amount;433383441542.0;455741809250.0;889125250792.0;241664687612.0;105623333952.0;347288021564.0;69074050000.0;0;21578739873.0;542416220192.0;541837229228.0;889125250792.0;377829518444.0;101725399549.0;84524160228.0;84524160228.0;144207655251.0;144207544396.0;84524776901.0;-616673.0;82161818095.0;27.205.169.965.559.900
SKRN;PT Superkrane Mitra Utama Tbk;C. Industrials;C1. Industrial Goods;C14. Machinery;C141. Construction Machinery & Heavy Vehicles;Individual WNI;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Satuan Penuh / Full Amount;397074371606.0;1051934697496.0;1449009069102.0;256138907057.0;635668435471.0;891807342528.0;150000000000.0;;167602110137.0;557201726574.0;557201726574.0;1449009069102.0;30058238299.0;-3355100719.0;3894737866.0;3894737866.0;4571080546.0;4571080546.0;3894737866.0;0;-52153424309.0;51438210887.0
SLIS;PT Gaya Abadi Sempurna Tbk;E. Consumer Cyclicals;E7. Retailing;E74. Specialty Retail;E742. Electronics Retail;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;0;Satuan Penuh / Full Amount;332416909291.0;63129154975.0;395546064266.0;135103286970.0;55794996530.0;190898283500.0;100000000000.0;0;28187500000.0;203972229774.0;204647780766.0;395546064266.0;66545281204.0;32647437275.0;25245714649.0;25245714649.0;25987497271.0;25920228082.0;25183425055.0;62289594.0;870786641.0;6200841122.0
SMAR;PT Sinar Mas Agro Resources and Technology Tbk;D. Consumer Non-Cyclicals;D2. Food & Beverage;D23. Agricultural Products;D232. Plantations & Crops;National and Foreign Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;0;Jutaan / In Million;22418032.0;17926971.0;40345003.0;15408950.0;10518224.0;25927174.0;574439.0;0;1756876.0;14407128.0;14417829.0;40345003.0;10956900.0;3593740.0;2829418.0;2829418.0;2885055.0;2882367.0;2826808.0;2610.00.00;-124846.0;2717223.0
SMBR;PT Semen Baturaja Tbk;B. Basic Materials;B1. Basic Materials;B12. Construction Materials;B121. Construction Materials;Indonesian Government;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Ribuan / In Thousand;9.198.585.484.069.690;4.352.095.149.007;5271953697.0;426655105.0;1845132299.0;2271787404.0;993253434.0;0;1270606785.0;3.000.180.823.693.440;3000166293.0;5.271.953.697.226.640;776065712.0;68907521.0;46705891.0;46705891.0;53.244.500.026.981.600;53242894.0;46704296.0;1595.00.00;146438307.0;484703777.0
SMCB;PT Solusi Bangun Indonesia Tbk;B. Basic Materials;B1. Basic Materials;B12. Construction Materials;B121. Construction Materials;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;0;Jutaan / In Million;5238269.0;16252754.0;21491023.0;3899406.0;6392545.0;10291951.0;4509691.0;0;5014275.0;11199072.0;11199072.0;21491023.0;2852752.0;1086817.0;713344.0;713344.0;693646.0;693646.0;713344.0;0;-233378.0;290567.0
SMDM;Suryamas Dutamakmur Tbk;H. Properties & Real Estate;H1. Properties & Real Estate;H11. Real Estate Management & Development;H111. Real Estate Development & Management;Foreign Corporation;Foreign Company;31/12/22;Rupiah / IDR;15731.0;Satuan Penuh / Full Amount;1029230974889.0;2274280748262.0;3303511723151.0;433228532976.0;90766724494.0;523995257470.0;1517539959366.0;0;2248288685.0;1898168758538.0;2779516465681.0;3303511723151.0;311261027052.0;119289897200.0;117647293156.0;117647293156.0;131510863706.0;114175036502.0;101271612976.0;16375680180.0;154618919135.0;234212374279.0
SMDR;Samudera Indonesia Tbk;K. Transportation & Logistic;K2. Logistics & Deliveries;K21. Logistics & Deliveries;K211. Logistics & Deliveries;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Dollar Amerika / USD;15731.0;Satuan Penuh / Full Amount;429449055.0;399732161.0;829181216.0;296637740.0;150753303.0;447391043.0;47460340.0;0;3740183.0;264159921.0;381790173.0;829181216.0;189832769.0;142386132.0;139077164.0;139077164.0;144206963.0;97267941.0;93024433.0;46052731.0;130991490.0;234790065.0
SMGR;Semen Indonesia (Persero) Tbk;B. Basic Materials;B1. Basic Materials;B12. Construction Materials;B121. Construction Materials;Indonesian Government;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Jutaan / In Million;16185508.0;65580819.0;81766327.0;14632232.0;24259083.0;38891315.0;593152.0;0;1458258.0;38513501.0;42875012.0;81766327.0;11726662.0;3537704.0;2117236.0;2117236.0;2158503.0;2070898.0;2046692.0;70544.0;-314895.0;2954992.0
SMKL;PT Satyamitra Kemas Lestari Tbk;B. Basic Materials;B1. Basic Materials;B13. Containers & Packaging;B131. Containers & Packaging;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Satuan Penuh / Full Amount;1033642912879.0;874998593028.0;1908641505907.0;951105516740.0;130833979566.0;1081939496306.0;340138124600.0;;56496265976.0;826702009601.0;826702009601.0;1908641505907.0;356783287037.0;139836038361.0;106533443377.0;106533443377.0;108568020930.0;108568020930.0;106533443377.0;;5412623782.0;18695934690.0
SMKM;PT Sumber Mas Konstruksi Tbk;J. Infrastructures;J2. Heavy Constructions & Civil Engineering;J21. Heavy Constructions & Civil Engineering;J211. Heavy Constructions & Civil Engineering;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Satuan Penuh / Full Amount;218525929769.0;5527045694.0;224052975463.0;100717267058.0;587888445.0;101305155503.0;100000000000.0;0;0;122747819960.0;122747819960.0;224052975463.0;19963020305.0;12556521120.0;9853942255.0;9853942255.0;9978266192.0;9978266192.0;9853942255.0;0;89305524911.0;90420429620.0
SMMT;GOLDEN EAGLE ENERGY Tbk;A. Energy;A1. Oil, Gas & Coal;A12. Coal;A121. Coal Production;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;0;Satuan Penuh / Full Amount;237930057104.0;813710377666.0;1051640434770.0;111872346585.0;121920504470.0;233792851055.0;393750000000.0;0;17761620443.0;813709803901.0;817847583715.0;1051640434770.0;162163101407.0;258001970758.0;249957731407.0;249957731407.0;253414751914.0;236885557021.0;233437867860.0;16519863547.0;123862983219.0;188362676843.0
SMRA;PT Summarecon Agung Tbk;H. Properties & Real Estate;H1. Properties & Real Estate;H11. Real Estate Management & Development;H111. Real Estate Development & Management;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;16713.0;Ribuan / In Thousand;13030535603.0;13019181075.0;26049716678.0;6968765921.0;7850727590.0;14819493511.0;1650856837.0;0;1307203212.0;8661167870.0;11230223167.0;26049716678.0;2593970017.0;755916681.0;549696051.0;549696051.0;548923785.0;322936535.0;323708801.0;225987250.0;1117456091.0;2773938380.0
SMRU;SMR Utama Tbk;A. Energy;A1. Oil, Gas & Coal;A13. Oil, Gas & Coal Supports;A132. Oil, Gas & Coal Equipment & Services;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Satuan Penuh / Full Amount;165378703034.0;864082568669.0;1029461271703.0;710531093707.0;106965050328.0;817496144035.0;1249938578200.0;0;259878346851.0;212431497953.0;211965127668.0;1029461271703.0;71672316045.0;-247007013029.0;-236630325152.0;-236630325152.0;-235246472271.0;-235004224298.0;-236388064452.0;-242260700.0;14577141680.0;35411651653.0
SMSM;Selamat Sempurna Tbk;E. Consumer Cyclicals;E1. Automobiles & Components;E11. Auto Components;E111. Auto Parts & Equipment;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Jutaan / In Million;2795010.0;1073852.0;3868862.0;669419.0;287810.0;957229.0;143967.0;0;49899.0;2520785.0;2911633.0;3868862.0;1337376.0;922168.0;728263.0;728263.0;709748.0;649568.0;662041.0;66222.0;-25155.0;660641.0
SNLK;PT Sunter Lakeside Hotel Tbk.;E. Consumer Cyclicals;E5. Consumer Services;E51. Tourism & Recreation;E512. Hotels, Resorts & Cruise Lines;Individual WNI;Foreign Company;31/12/22;Rupiah / IDR;;Satuan Penuh / Full Amount;31480948432.0;173941576062.0;205422524494.0;8467613812.0;42426706910.0;50894320722.0;45000000000.0;0;23183372390.0;154528203772.0;154528203772.0;205422524494.0;16548066054.0;-9406909074.0;-7184655213.0;-7184655213.0;-7203282384.0;-7203282384.0;-7184655213.0;0;12705614852.0;30597196003.0
SOCI;PT Soechi Lines Tbk.;A. Energy;A1. Oil, Gas & Coal;A11. Oil & Gas;A112. Oil & Gas Storage & Distribution;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Dollar Amerika / USD;15731.0;Satuan Penuh / Full Amount;103996925.0;525213084.0;629210009.0;41640725.0;220121721.0;261762446.0;65774670.0;;102233949.0;367150439.0;367447563.0;629210009.0;35798503.0;7727293.0;5432377.0;5432377.0;6524674.0;6510499.0;5419028.0;13349.0;3566964.0;60214940.0
SOFA;PT Boston Furniture Industries Tbk..;E. Consumer Cyclicals;E2. Household Goods;E21. Household Goods;E211. Home Furnishings;Individual WNI;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;0;Satuan Penuh / Full Amount;18997497755.0;45104001201.0;64101498956.0;14622929841.0;5734213382.0;20357143223.0;16535744990.0;0;33166704910.0;43744355386.0;43744355733.0;64101498956.0;13771399194.0;-3875122685.0;-3085724812.0;-3085724812.0;-3282844781.0;-3282844897.0;-3085724928.0;116.00.00;-4451600198.0;1794405043.0
SOHO;PT Soho Global Health Tbk;F. Healthcare;F2. Pharmaceuticals & Health Care Research;F21. Pharmaceuticals;F211. Pharmaceuticals;Individual WNI;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Jutaan / In Million;3341171.0;680748.0;4021919.0;1654049.0;159579.0;1813628.0;634584.0;00.00;1061098.0;2207679.0;2208291.0;4021919.0;1569353.0;691157.0;551091.0;551091.0;553710.0;552793.0;550176.0;915.00.00;49726.0;953297.0
SONA;Sona Topas Tourism Industry Tbk;E. Consumer Cyclicals;E7. Retailing;E73. Department Stores;E731. Department Stores;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Satuan Penuh / Full Amount;621234956302.0;118730111126.0;739965067428.0;51569836162.0;40450293802.0;92020129964.0;82800000000.0;;140625772246.0;647197482482.0;647944937464.0;739965067428.0;37353019401.0;-93522299226.0;-57300993143.0;-57300993143.0;-55569335719.0;-55510826967.0;-57240618286.0;-60374857.0;-59965780094.0;436977852382.0
